"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",83,53,136,"I  ","    ",-79500.0,50.0,8351.0,0.4,"B-",6930.0,50.0,135.91465,50.0,"83.4 s","(1-)",6.925,-6.092,-5.07,-2.250916
" ",82,54,136,"Xe ","    ",-86425.0,7.0,8396.16,0.05,"B-",-86.0,7.0,135.907219,8.0,"3.6e+20 y","0+",-0.08630000000000292,-7.947,-6.925,-3.667916
" ",81,55,136,"Cs ","   +",-86338.7,1.9,8389.77,0.014,"B-",2548.2,1.9,135.90731159999999,2.0,"13.16 d","5+",2.548199999999997,-0.9356999999999971,0.08630000000000292,-3.0636159999999975
" ",80,56,136,"Ba ","    ",-88886.9,0.4,8402.755,0.003,"B-",-2850.0,50.0,135.9045759,0.4,"0.3084 s","7-",-2.846899999999994,-3.570199999999997,-2.548199999999997,-2.031315999999994
" ",79,57,136,"La ","   x",-86040.0,50.0,8376.0,0.4,"B-",430.0,50.0,135.90764,60.0,"9.87 m","1+",0.428,1.8248999999999942,2.846899999999994,-1.309016000000006
" ",78,58,136,"Ce ","    ",-86468.0,13.0,8373.47,0.1,"  ","*","*",135.907172,14.0,"2.2 us","10+",-5.141,-1.45,-0.428,-0.45811599999999725
" ",77,59,136,"Pr ","    ",-81327.0,12.0,8329.91,0.09,"B+",5141.0,15.0,135.912692,13.0,"13.1 m","2+",-2.128,4.119,5.141,-0.011916000000000168
" ",76,60,136,"Nd ","   x",-79199.0,12.0,8308.51,0.09,"B+",2128.0,17.0,135.914976,13.0,"50.65 m","0+",-7.999,1.106,2.128,0.8500839999999998
" ",75,61,136,"Pm ","   x",-71200.0,80.0,8243.9,0.6,"B+",8000.0,80.0,135.92357,80.0,"47 s","(2+)",-4.389,6.977,7.999,1.585084
" ",74,62,136,"Sm ","   x",-66811.0,12.0,8205.92,0.09,"B+",4390.0,80.0,135.928276,13.0,"47 s","0+",-10.551,3.367,4.389,2.1900839999999997
" ",73,63,136,"Eu ","   x",-56260.0,200.0,8123.0,1.0,"B+",10550.0,200.0,135.9396,210.0,"None","None",-7.21,9.529,10.551,3.0250839999999997
" ",72,64,136,"Gd ","   x",-49050.0,400.0,8064.0,3.0,"B+",7210.0,450.0,135.94734,430.0,"200 ns","(0+)",-13.08,6.188,7.21,3.7750839999999997
" ",71,65,136,"Tb ","   x",-35970.0,600.0,7962.0,4.0,"B+",13080.0,720.0,135.96138,640.0,"None","None",0.0,12.058,13.08,4.105084
"0",87,50,137,"Sn ","   x",-50310.0,600.0,8153.0,4.0,"B-",9950.0,720.0,136.94599,640.0,"190 ms","",9.95,0.0,0.0,0.0
" ",86,51,137,"Sb ","   x",-60260.0,400.0,8220.0,3.0,"B-",9300.0,420.0,136.93531,430.0,"None","None",9.3,-10.972,-9.95,-4.754916000000001
" ",85,52,137,"Te ","   +",-69560.0,120.0,8282.1,0.9,"B-",6940.0,120.0,136.92532,130.0,"2.49 s","(7/2-)",6.943,-10.322,-9.3,-1.0349160000000002
" ",84,53,137,"I  ","p-2n",-76503.0,28.0,8327.07,0.2,"B-",5877.0,27.0,136.917871,30.0,"24.5 s","(7/2+)",5.876,-7.965,-6.943,0.015083999999999832
" ",83,54,137,"Xe ","  -n",-82379.0,7.0,8364.26,0.05,"B-",4166.0,7.0,136.911562,8.0,"3.818 m","7/2-",4.166600000000006,-6.898,-5.876,-1.8589160000000002
" ",82,55,137,"Cs ","    ",-86545.6,0.5,8388.956,0.003,"B-",1175.63,0.17,136.9070895,0.5,"30.07 y","7/2+",1.1755999999999913,-5.188600000000005,-4.166600000000006,-3.083516000000006
" ",81,56,137,"Ba ","    ",-87721.2,0.4,8391.827,0.003,"  ","*","*",136.9058274,0.5,"2.552 m","11/2-",-0.6201999999999971,-2.197599999999991,-1.1755999999999913,-2.5025159999999915
" ",80,57,137,"La ","   +",-87101.0,13.0,8381.59,0.1,"B+",621.0,13.0,136.906494,14.0,"6e+4 y","7/2+",-1.222,-0.40180000000000293,0.6201999999999971,-1.4549580000000015
" ",79,58,137,"Ce ","    ",-85879.0,13.0,8366.96,0.1,"B+",1222.1,1.6,136.907806,14.0,"9.0 h","3/2+",-2.702,0.2,1.222,-0.7504160000000002
" ",78,59,137,"Pr ","    ",-83177.0,12.0,8341.53,0.09,"B+",2701.0,9.0,136.910705,13.0,"1.28 h","5/2+",-3.597,1.68,2.702,-0.10791600000000016
" ",77,60,137,"Nd ","    ",-79580.0,11.0,8309.56,0.08,"B+",3597.0,16.0,136.914567,12.0,"38.5 m","1/2+",-5.507,2.575,3.597,0.41808399999999984
" ",76,61,137,"Pm ","   x",-74073.0,13.0,8263.65,0.1,"B+",5507.0,17.0,136.920479,14.0,"2.4 m","11/2-",-6.043,4.485,5.507,1.440084
" ",75,62,137,"Sm ","    ",-68030.0,40.0,8213.8,0.3,"B+",6050.0,40.0,136.92697,50.0,"45 s","(9/2-)",-8.01,5.021,6.043,1.8750839999999998
" ",74,63,137,"Eu ","   x",-60020.0,200.0,8150.0,1.0,"B+",8010.0,200.0,136.93557,210.0,"11 s","(11/2-)",-8.81,6.988,8.01,2.965084
" ",73,64,137,"Gd ","   x",-51210.0,400.0,8080.0,3.0,"B+",8800.0,450.0,136.94502,430.0,"7 s","",-10.21,7.788,8.81,3.495084
" ",72,65,137,"Tb ","   x",-41000.0,600.0,7999.0,4.0,"B+",10210.0,720.0,136.95598,640.0,"None","None",0.0,9.188,10.21,3.8550839999999997
"0",87,51,138,"Sb ","   x",-55150.0,300.0,8182.0,2.0,"B-",10780.0,360.0,137.94079,320.0,"None","None",10.78,0.0,0.0,-5.554916
" ",86,52,138,"Te ","   x",-65930.0,210.0,8254.0,1.0,"B-",6400.0,220.0,137.92922,220.0,"1.4 s","0+",6.4,-11.802,-10.78,-1.5549160000000002
" ",85,53,138,"I  ","   +",-72330.0,80.0,8295.0,0.6,"B-",7820.0,70.0,137.92235,90.0,"6.41 s","",7.82,-7.422,-6.4,-0.5849160000000002
" ",84,54,138,"Xe ","   +",-80150.0,40.0,8346.0,0.3,"B-",2740.0,40.0,137.91395,50.0,"14.08 m","0+",2.737,-8.842,-7.82,-0.015916000000000166
" ",83,55,138,"Cs ","    ",-82887.0,9.0,8360.15,0.07,"B-",5374.0,9.0,137.911017,10.0,"2.91 m","6-",5.374600000000006,-3.759,-2.737,-1.2399160000000002
" ",82,56,138,"Ba ","    ",-88261.6,0.4,8393.42,0.003,"B-",-1737.0,4.0,137.9052472,0.5,"stable","0+",-1.736600000000006,-6.396600000000006,-5.374600000000006,-2.562016000000006
" ",81,57,138,"La ","  +n",-86525.0,4.0,8375.164,0.026,"B-",1044.0,10.0,137.907112,4.0,"1.02e+11 y","5+",1.044,0.7146000000000058,1.736600000000006,-2.058735000000003
" ",80,58,138,"Ce ","    ",-87569.0,10.0,8377.06,0.07,"  ","*","*",137.905991,11.0,"8.65 ms","7-",-4.437,-2.066,-1.044,-1.044016000000006
" ",79,59,138,"Pr ","   -",-83132.0,14.0,8339.24,0.1,"B+",4437.0,10.0,137.910755,15.0,"1.45 m","1+",-1.114,3.415,4.437,-0.33791600000000016
" ",78,60,138,"Nd ","   x",-82018.0,12.0,8325.5,0.09,"B+",1113.0,19.0,137.91195,13.0,"5.04 h","0+",-7.078,0.092,1.114,0.3930839999999998
" ",77,61,138,"Pm ","   x",-74940.0,27.0,8268.54,0.2,"B+",7078.0,30.0,137.919548,30.0,"3.24 m","",-3.442,6.056,7.078,1.1450839999999998
" ",76,62,138,"Sm ","   x",-71498.0,12.0,8237.93,0.09,"B+",3443.0,30.0,137.923244,13.0,"3.1 m","0+",-9.748,2.42,3.442,1.7230839999999998
" ",75,63,138,"Eu ","   x",-61750.0,28.0,8161.62,0.2,"B+",9750.0,30.0,137.93371,30.0,"12.1 s","(6-)",-5.97,8.726,9.748,2.5650839999999997
" ",74,64,138,"Gd ","   x",-55780.0,200.0,8113.0,1.0,"B+",5970.0,200.0,137.94012,210.0,"4.7 s","0+",-12.15,4.948,5.97,3.305084
" ",73,65,138,"Tb ","   x",-43630.0,400.0,8019.0,3.0,"B+",12150.0,450.0,137.95316,430.0,"None","None",-8.69,11.128,12.15,3.7750839999999997
" ",72,66,138,"Dy ","   x",-34940.0,600.0,7950.0,4.0,"B+",8690.0,720.0,137.96249,640.0,"None","None",0.0,7.668,8.69,4.205084
"0",88,51,139,"Sb ","   x",-50320.0,500.0,8146.0,4.0,"B-",10480.0,640.0,138.94598,540.0,"150 ns","",10.48,0.0,0.0,-5.544916
" ",87,52,139,"Te ","   x",-60800.0,400.0,8216.0,3.0,"B-",8040.0,400.0,138.93473,430.0,"150 ns","(7/2-)",8.04,-11.502,-10.48,-2.424916
" ",86,53,139,"I  ","   +",-68840.0,30.0,8268.25,0.22,"B-",6806.0,23.0,138.9261,30.0,"2.280 s","(7/2+)",6.804,-9.062,-8.04,-1.5549160000000002
" ",85,54,139,"Xe ","   +",-75644.0,21.0,8311.58,0.15,"B-",5057.0,21.0,138.918793,22.0,"39.68 s","3/2-",5.057,-7.826,-6.804,-0.23891600000000016
" ",84,55,139,"Cs ","   +",-80701.0,3.0,8342.338,0.023,"B-",4213.0,3.0,138.913364,3.0,"9.27 m","7/2+",4.212699999999997,-6.079,-5.057,0.6640839999999998
" ",83,56,139,"Ba ","    ",-84913.7,0.4,8367.017,0.003,"B-",2317.6,2.4,138.9088413,0.5,"83.06 m","7/2-",2.317699999999997,-5.2346999999999975,-4.212699999999997,-0.9216159999999972
" ",82,57,139,"La ","    ",-87231.4,2.4,8378.063,0.017,"  ","*","*",138.9063533,2.6,"stable","7/2+",-0.27939999999999415,-3.339699999999997,-2.317699999999997,-2.0744160000000003
" ",81,58,139,"Ce ","    ",-86952.0,7.0,8370.43,0.05,"B+",279.0,7.0,138.906653,8.0,"137.641 d","3/2+",-2.129,-0.7426000000000058,0.27939999999999415,-1.5264160000000002
" ",80,59,139,"Pr ","    ",-84823.0,8.0,8349.48,0.06,"B+",2129.2,3.0,138.908938,8.0,"4.41 h","5/2+",-2.831,1.107,2.129,-0.5969160000000001
" ",79,60,139,"Nd ","    ",-81992.0,26.0,8323.48,0.19,"B+",2832.0,26.0,138.911978,28.0,"29.7 m","3/2+",-4.496,1.809,2.831,0.20808399999999982
" ",78,61,139,"Pm ","    ",-77496.0,13.0,8285.51,0.1,"B+",4495.0,25.0,138.916804,14.0,"4.15 m","(5/2)+",-5.116,3.474,4.496,1.0150839999999999
" ",77,62,139,"Sm ","   x",-72380.0,11.0,8243.08,0.08,"B+",5116.0,17.0,138.922297,12.0,"2.57 m","1/2+",-6.982,4.094,5.116,1.4090839999999998
" ",76,63,139,"Eu ","   x",-65398.0,13.0,8187.22,0.09,"B+",6982.0,17.0,138.929792,14.0,"17.9 s","(11/2)-",-7.868,5.96,6.982,2.157084
" ",75,64,139,"Gd ","   x",-57530.0,200.0,8125.0,1.0,"B+",7870.0,200.0,138.93824,210.0,"5.8 s","(9/2-)",-9.36,6.846,7.868,2.905084
" ",74,65,139,"Tb ","   x",-48170.0,300.0,8052.0,2.0,"B+",9360.0,360.0,138.94829,320.0,"1.6 s","",-10.48,8.338,9.36,3.595084
" ",73,66,139,"Dy ","   x",-37690.0,500.0,7971.0,4.0,"B+",10480.0,590.0,138.95954,540.0,"0.6 s","(7/2+)",0.0,9.458,10.48,4.065084
"0",88,52,140,"Te ","   x",-56960.0,300.0,8188.0,2.0,"B-",7310.0,360.0,139.93885,320.0,"None","None",7.31,0.0,0.0,-2.884916
" ",87,53,140,"I  ","   x",-64270.0,200.0,8234.0,1.0,"B-",8720.0,210.0,139.931,210.0,"0.86 s","4-",8.72,-8.332,-7.31,-1.8149160000000002
" ",86,54,140,"Xe ","   +",-72990.0,60.0,8290.9,0.4,"B-",4060.0,60.0,139.92164,70.0,"13.60 s","0+",4.061,-9.742,-8.72,-0.9849160000000001
" ",85,55,140,"Cs ","    ",-77051.0,8.0,8314.33,0.06,"B-",6220.0,10.0,139.917282,9.0,"63.7 s","1-",6.22,-5.083,-4.061,0.02408399999999983
" ",84,56,140,"Ba ","    ",-83271.0,8.0,8353.17,0.06,"B-",1050.0,8.0,139.910605,9.0,"12.752 d","0+",1.05,-7.242,-6.22,0.7290839999999998
" ",83,57,140,"La ","    ",-84321.0,2.4,8355.083,0.017,"B-",3762.2,1.8,139.9094776,2.6,"1.6781 d","3-",3.762300000000003,-2.072,-1.05,-0.4072160000000031
" ",82,58,140,"Ce ","    ",-88083.3,2.5,8376.368,0.018,"  ","*","*",139.9054387,2.6,"stable","0+",-3.3883000000000028,-4.784300000000003,-3.762300000000003,-1.6213160000000089
" ",81,59,140,"Pr ","   -",-84695.0,6.0,8346.58,0.05,"B+",3388.0,6.0,139.909076,7.0,"3.39 m","1+",-0.443,2.366300000000003,3.3883000000000028,-1.079916
" ",80,60,140,"Nd ","   x",-84252.0,28.0,8337.82,0.2,"B+",444.0,29.0,139.90955,30.0,"3.37 d","0+",-6.042,-0.579,0.443,-0.20891600000000016
" ",79,61,140,"Pm ","   -",-78210.0,40.0,8289.06,0.26,"B+",6045.0,24.0,139.91604,40.0,"9.2 s","1+",-2.754,5.02,6.042,0.6920839999999998
" ",78,62,140,"Sm ","   x",-75456.0,12.0,8263.82,0.09,"B+",2750.0,40.0,139.918995,13.0,"14.82 m","0+",-8.466,1.732,2.754,1.3180839999999998
" ",77,63,140,"Eu ","   -",-66990.0,50.0,8197.7,0.4,"B+",8470.0,50.0,139.92809,60.0,"1.51 s","1+",-5.208,7.444,8.466,1.785084
" ",76,64,140,"Gd ","   x",-61782.0,28.0,8154.97,0.2,"B+",5200.0,60.0,139.93367,30.0,"15.8 s","0+",-11.302,4.186,5.208,2.604084
" ",75,65,140,"Tb ","   -",-50480.0,800.0,8069.0,6.0,"B+",11300.0,800.0,139.94581,860.0,"2.4 s","5",-7.64,10.28,11.302,3.3550839999999997
" ",74,66,140,"Dy ","   x",-42840.0,500.0,8008.0,4.0,"B+",7640.0,950.0,139.95401,540.0,"None","None",-13.53,6.618,7.64,3.785084
" ",73,67,140,"Ho ","  -p",-29310.0,500.0,7906.0,4.0,"B+",13530.0,710.0,139.96854,540.0,"6 ms","(6-,0-,8+)",0.0,12.508,13.53,4.235084
"0",89,52,141,"Te ","   x",-51560.0,400.0,8148.0,3.0,"B-",8960.0,450.0,140.94465,430.0,"None","None",8.96,0.0,0.0,-3.674916
" ",88,53,141,"I  ","   x",-60520.0,200.0,8206.0,1.0,"B-",7810.0,220.0,140.93503,210.0,"0.43 s","",7.81,-9.982,-8.96,-2.6849160000000003
" ",87,54,141,"Xe ","   +",-68330.0,90.0,8256.3,0.6,"B-",6150.0,90.0,140.92665,100.0,"1.73 s","5/2(-)",6.147,-8.832,-7.81,-1.194916
" ",86,55,141,"Cs ","    ",-74477.0,11.0,8294.35,0.07,"B-",5249.0,11.0,140.920046,11.0,"24.84 s","7/2+",5.249,-7.169,-6.147,-0.39891600000000016
" ",85,56,141,"Ba ","    ",-79726.0,8.0,8326.03,0.06,"B-",3213.0,9.0,140.914411,9.0,"18.27 m","3/2-",3.212,-6.271,-5.249,0.22808399999999984
" ",84,57,141,"La ","    ",-82938.0,5.0,8343.26,0.03,"B-",2502.0,4.0,140.910962,5.0,"3.92 h","(7/2+)",2.5021000000000058,-4.234,-3.212,1.1826840000000056
" ",83,58,141,"Ce ","    ",-85440.1,2.5,8355.459,0.017,"B-",580.8,1.1,140.9082763,2.6,"32.508 d","7/2-",0.5807999999999883,-3.524100000000006,-2.5021000000000058,-0.1438160000000089
" ",82,59,141,"Pr ","    ",-86020.9,2.5,8354.029,0.018,"  ","*","*",140.90765280000002,2.6,"stable","5/2+",-1.8228999999999942,-1.6027999999999885,-0.5807999999999883,-1.3448159999999942
" ",81,60,141,"Nd ","   -",-84198.0,4.0,8335.552,0.027,"B+",1823.0,2.8,140.90961,4.0,"2.49 h","3/2+",-3.675,0.8008999999999942,1.8228999999999942,-0.7439160000000001
" ",80,61,141,"Pm ","   x",-80523.0,14.0,8303.94,0.1,"B+",3675.0,14.0,140.913555,15.0,"20.90 m","5/2+",-4.584,2.653,3.675,0.22908399999999984
" ",79,62,141,"Sm ","    ",-75939.0,9.0,8265.88,0.06,"B+",4584.0,16.0,140.918476,9.0,"10.2 m","1/2+",-6.012,3.562,4.584,1.216084
" ",78,63,141,"Eu ","    ",-69927.0,13.0,8217.69,0.09,"B+",6012.0,14.0,140.924931,14.0,"40.7 s","5/2+",-6.703,4.99,6.012,1.7210839999999998
" ",77,64,141,"Gd ","   x",-63224.0,20.0,8164.61,0.14,"B+",6702.0,23.0,140.932126,21.0,"14 s","1/2+",-8.684,5.681,6.703,2.381084
" ",76,65,141,"Tb ","   x",-54540.0,110.0,8097.5,0.7,"B+",8680.0,110.0,140.94145,110.0,"3.5 s","(5/2-)",-9.22,7.662,8.684,3.055084
" ",75,66,141,"Dy ","   x",-45320.0,300.0,8027.0,2.0,"B+",9220.0,320.0,140.95135,320.0,"0.9 s","(9/2-)",-10.95,8.198,9.22,3.465084
" ",74,67,141,"Ho ","  -p",-34370.0,500.0,7943.0,4.0,"B+",10940.0,590.0,140.9631,540.0,"4.1 ms","7/2-",0.0,9.928,10.95,4.205084
"0",90,52,142,"Te ","   x",-47430.0,600.0,8119.0,4.0,"B-",8290.0,720.0,141.94908,640.0,"None","None",8.29,0.0,0.0,0.0
" ",89,53,142,"I  ","   x",-55720.0,400.0,8172.0,3.0,"B-",9750.0,410.0,141.94018,430.0,"0.2 s","",9.76,-9.312,-8.29,-2.9949160000000004
" ",88,54,142,"Xe ","   +",-65480.0,100.0,8234.9,0.7,"B-",5040.0,100.0,141.92971,110.0,"1.22 s","0+",5.035,-10.782,-9.76,-1.9749160000000001
" ",87,55,142,"Cs ","    ",-70515.0,11.0,8264.88,0.07,"B-",7308.0,11.0,141.924299,11.0,"1.684 s","0-",7.308,-6.057,-5.035,-0.6099160000000001
" ",86,56,142,"Ba ","    ",-77823.0,6.0,8310.84,0.04,"B-",2212.0,5.0,141.916453,7.0,"10.6 m","0+",2.212,-8.33,-7.308,-0.09791600000000017
" ",85,57,142,"La ","    ",-80035.0,6.0,8320.9,0.04,"B-",4504.0,5.0,141.914079,6.0,"91.1 m","2-",4.5035,-3.234,-2.212,0.42708399999999985
" ",84,58,142,"Ce ","    ",-84538.5,3.0,8347.108,0.021,"B-",-745.8,2.4,141.909244,3.0,"5e+16 y","0+",-0.7458000000000029,-5.5255,-4.5035,1.2981840000000056
" ",83,59,142,"Pr ","    ",-83792.7,2.5,8336.347,0.017,"B-",2162.5,1.5,141.9100448,2.6,"19.12 h","2-",2.1625,-0.2761999999999971,0.7458000000000029,0.30738400000000277
" ",82,60,142,"Nd ","    ",-85955.2,2.3,8346.066,0.016,"  ","*","*",141.90772330000001,2.5,"stable","0+",-4.798199999999997,-3.1845,-2.1625,-0.8111159999999973
" ",81,61,142,"Pm ","   x",-81157.0,25.0,8306.77,0.18,"B+",4798.0,25.0,141.912874,27.0,"40.5 s","1+",-2.164,3.776199999999997,4.798199999999997,-0.44991600000000015
" ",80,62,142,"Sm ","    ",-78993.0,6.0,8286.02,0.04,"B+",2164.0,26.0,141.915198,6.0,"72.49 m","0+",-7.673,1.142,2.164,0.6000839999999998
" ",79,63,142,"Eu ","   -",-71320.0,30.0,8226.47,0.22,"B+",7670.0,30.0,141.92343,30.0,"2.34 s","1+",-4.36,6.651,7.673,1.1950839999999998
" ",78,64,142,"Gd ","   x",-66960.0,28.0,8190.26,0.2,"B+",4360.0,40.0,141.92812,30.0,"70.2 s","0+",-9.9,3.338,4.36,2.1130839999999997
" ",77,65,142,"Tb ","   -",-57060.0,300.0,8115.0,2.0,"B+",9900.0,300.0,141.93874,320.0,"597 ms","1+",-7.1,8.878,9.9,2.265084
" ",76,66,142,"Dy ","   -",-49960.0,360.0,8060.0,3.0,"B+",7100.0,200.0,141.94637,390.0,"2.3 s","0+",-12.49,6.078,7.1,3.3950839999999998
" ",75,67,142,"Ho ","   x",-37470.0,500.0,7966.0,4.0,"B+",12490.0,620.0,141.95977,540.0,"0.4 s","(6 to 9)",0.0,11.468,12.49,3.7350839999999996
"0",90,53,143,"I  ","   x",-51640.0,400.0,8142.0,3.0,"B-",8800.0,450.0,142.94456,430.0,"None","None",8.81,0.0,0.0,-3.7449160000000004
" ",89,54,143,"Xe ","   x",-60450.0,200.0,8199.0,1.0,"B-",7230.0,200.0,142.93511,210.0,"0.30 s","5/2-",7.221,-9.832,-8.81,-2.074916
" ",88,55,143,"Cs ","    ",-67671.0,24.0,8243.64,0.17,"B-",6264.0,22.0,142.927352,25.0,"1.791 s","3/2+",6.265,-8.243,-7.221,-1.2559160000000003
" ",87,56,143,"Ba ","    ",-73936.0,13.0,8281.98,0.09,"B-",4251.0,18.0,142.920627,14.0,"14.5 s","5/2-",4.251,-7.287,-6.265,-0.7169160000000002
" ",86,57,143,"La ","    ",-78187.0,15.0,8306.24,0.11,"B-",3425.0,15.0,142.916063,17.0,"14.2 m","(7/2)+",3.425,-5.273,-4.251,0.08908399999999983
" ",85,58,143,"Ce ","    ",-81612.0,3.0,8324.715,0.021,"B-",1461.5,1.8,142.912386,3.0,"33.039 h","3/2-",1.4615,-4.447,-3.425,0.8767839999999969
" ",84,59,143,"Pr ","    ",-83073.5,2.6,8329.464,0.018,"B-",933.9,1.4,142.91081690000001,2.8,"13.57 d","7/2+",0.9338999999999942,-2.4835,-1.4615,1.732983999999994
" ",83,60,143,"Nd ","    ",-84007.4,2.3,8330.524,0.016,"  ","*","*",142.90981430000002,2.5,"stable","7/2-",-1.041399999999994,-1.9558999999999942,-0.9338999999999942,0.5196840000000057
" ",82,61,143,"Pm ","    ",-82966.0,3.0,8317.769,0.023,"B+",1041.7,2.4,142.910933,4.0,"265 d","5/2+",-3.443,0.01939999999999418,1.041399999999994,-0.5679160000000002
" ",81,62,143,"Sm ","    ",-79523.0,4.0,8288.224,0.025,"B+",3443.0,4.0,142.914628,4.0,"8.75 m","3/2+",-5.281,2.421,3.443,0.04408399999999983
" ",80,63,143,"Eu ","   x",-74242.0,11.0,8245.82,0.08,"B+",5281.0,12.0,142.920298,12.0,"2.59 m","5/2+",-6.012,4.259,5.281,0.8290839999999998
" ",79,64,143,"Gd ","   -",-68230.0,200.0,8198.3,1.4,"B+",6010.0,200.0,142.92675,220.0,"39 s","(1/2)+",-7.8,4.99,6.012,1.7250839999999998
" ",78,65,143,"Tb ","   x",-60430.0,60.0,8138.3,0.4,"B+",7800.0,210.0,142.93512,60.0,"12 s","(11/2-)",-8.11,6.778,7.8,2.543084
" ",77,66,143,"Dy ","   x",-52320.0,200.0,8076.0,1.0,"B+",8110.0,200.0,142.94383,210.0,"3.2 s","(1/2+)",-10.04,7.088,8.11,2.785084
" ",76,67,143,"Ho ","   x",-42280.0,400.0,8000.0,3.0,"B+",10040.0,450.0,142.95461,430.0,"None","None",-10.93,9.018,10.04,3.465084
" ",75,68,143,"Er ","   x",-31350.0,600.0,7919.0,4.0,"B+",10930.0,720.0,142.96634,640.0,"None","None",0.0,9.908,10.93,3.915084
"0",91,53,144,"I  ","   x",-46580.0,500.0,8107.0,3.0,"B-",10690.0,590.0,143.94999,540.0,"None","None",10.7,0.0,0.0,0.0
" ",90,54,144,"Xe ","   x",-57280.0,300.0,8176.0,2.0,"B-",5990.0,300.0,143.93851,320.0,"1.15 s","0+",5.99,-11.722,-10.7,-2.7449160000000004
" ",89,55,144,"Cs ","    ",-63270.0,26.0,8211.88,0.18,"B-",8499.0,26.0,143.932077,28.0,"0.994 s","1",8.499,-7.012,-5.99,-1.424916
" ",88,56,144,"Ba ","    ",-71769.0,13.0,8265.47,0.09,"B-",3120.0,50.0,143.922953,14.0,"11.5 s","0+",3.121,-9.521,-8.499,-1.2039160000000002
" ",87,57,144,"La ","    ",-74890.0,50.0,8281.7,0.3,"B-",5540.0,50.0,143.9196,50.0,"40.8 s","(3-)",5.547,-4.143,-3.121,-0.26391600000000015
" ",86,58,144,"Ce ","    ",-80437.0,3.0,8314.795,0.024,"B-",318.7,0.8,143.913647,4.0,"284.91 d","0+",0.319,-6.569,-5.547,0.40908399999999984
" ",85,59,144,"Pr ","    ",-80756.0,3.0,8311.575,0.023,"B-",2997.5,2.4,143.913305,4.0,"7.2 m","3-",2.997199999999997,-1.341,-0.319,1.1400839999999999
" ",84,60,144,"Nd ","    ",-83753.2,2.3,8326.959,0.016,"B-",-2332.1,2.2,143.91008730000001,2.5,"2.29e+15 y","0+",-2.332199999999997,-4.019199999999997,-2.997199999999997,1.9051840000000058
" ",83,61,144,"Pm ","    ",-81421.0,3.0,8305.331,0.022,"B-",550.9,2.6,143.912591,3.0,"363 d","5-",0.551,1.3101999999999971,2.332199999999997,0.8490839999999998
" ",82,62,144,"Sm ","    ",-81972.0,2.8,8303.723,0.019,"  ","*","*",143.911999,3.0,"stable","0+",-6.35,-1.573,-0.551,-0.14491600000000016
" ",81,63,144,"Eu ","    ",-75622.0,11.0,8254.19,0.08,"B+",6350.0,11.0,143.918817,12.0,"10.2 s","1+",-3.862,5.328,6.35,0.16308399999999984
" ",80,64,144,"Gd ","   x",-71760.0,28.0,8221.94,0.19,"B+",3862.0,30.0,143.92296,30.0,"4.47 m","0+",-9.392,2.84,3.862,1.2710839999999999
" ",79,65,144,"Tb ","   x",-62368.0,28.0,8151.29,0.19,"B+",9390.0,40.0,143.93305,30.0,"1 s","1+",-5.788,8.37,9.392,2.197084
" ",78,66,144,"Dy ","   x",-56580.0,30.0,8105.69,0.21,"B+",5780.0,40.0,143.93925,30.0,"9.1 s","0+",-11.38,4.766,5.788,2.777084
" ",77,67,144,"Ho ","   x",-45200.0,300.0,8021.0,2.0,"B+",11390.0,300.0,143.95148,320.0,"0.7 s","",-8.29,10.358,11.38,2.8550839999999997
" ",76,68,144,"Er ","   x",-36910.0,400.0,7958.0,3.0,"B+",8290.0,500.0,143.96038,430.0,"200 ns","0+",0.0,7.268,8.29,3.5050839999999996
"0",91,54,145,"Xe ","   x",-52100.0,300.0,8139.0,2.0,"B-",7960.0,300.0,144.94407,320.0,"900 ms","(3/2-)",7.957,0.0,0.0,-2.964916
" ",90,55,145,"Cs ","    ",-60057.0,11.0,8188.75,0.07,"B-",7360.0,70.0,144.935526,12.0,"0.594 s","3/2+",7.353,-8.979,-7.957,-1.9619160000000002
" ",89,56,145,"Ba ","   -",-67410.0,70.0,8234.1,0.5,"B-",5570.0,110.0,144.92763,80.0,"4.31 s","5/2-",5.58,-8.375,-7.353,-1.5049160000000001
" ",88,57,145,"La ","   +",-72990.0,90.0,8267.1,0.6,"B-",4110.0,80.0,144.92165,100.0,"24.8 s","(5/2+)",4.11,-6.602,-5.58,-0.9379160000000002
" ",87,58,145,"Ce ","   +",-77100.0,40.0,8290.08,0.29,"B-",2530.0,40.0,144.91723,40.0,"3.01 m","(3/2)-",2.532,-5.132,-4.11,0.20108399999999985
" ",86,59,145,"Pr ","    ",-79632.0,7.0,8302.17,0.05,"B-",1805.0,7.0,144.914512,8.0,"5.984 h","7/2+",1.805100000000006,-3.554,-2.532,0.8810839999999999
" ",85,60,145,"Nd ","    ",-81437.1,2.3,8309.223,0.016,"  ","*","*",144.9125736,2.5,"stable","7/2-",-0.16310000000000582,-2.827100000000006,-1.805100000000006,1.5780839999999998
" ",84,61,145,"Pm ","    ",-81274.0,3.0,8302.701,0.022,"B+",163.4,2.2,144.912749,3.0,"17.7 y","5/2+",-0.616300000000003,-0.8588999999999942,0.16310000000000582,2.321983999999994
